otu	statistic	p.value	parameter	method	WM	C	WMR	WMC	p.value.adj
Bacteroides (OTU 1)	28.772814940257778	2.499594643586541e-6	3	Kruskal-Wallis rank sum test	0.586	0.001	0.515	0.012	2.2246392327920214e-4
Peptostreptococcaceae (OTU 12)	29.421691176470578	1.8260291755997464e-6	3	Kruskal-Wallis rank sum test	0.016	0.177	0	0.003	2.2246392327920214e-4
Enterobacteriaceae (OTU 2)	27.338413890192395	4.99987768374755e-6	3	Kruskal-Wallis rank sum test	0.177	0.674	0.002	0.881	2.9665940923568793e-4
Lactobacillus (OTU 9)	26.54947348627302	7.317173847466682e-6	3	Kruskal-Wallis rank sum test	0.007	0.099	0.005	0.038	3.2561423621226736e-4
Lachnospiraceae (OTU 20)	25.994876294086705	9.560994755887415e-6	3	Kruskal-Wallis rank sum test	0	0	0.010499999999999999	0	3.40371413309592e-4
Lachnospiraceae (OTU 49)	25.258309859154927	1.3634610989141439e-5	3	Kruskal-Wallis rank sum test	0	0	0.001	0	4.044934593445294e-4
Lachnospiraceae (OTU 4)	21.35658385093168	8.876686760087653e-5	3	Kruskal-Wallis rank sum test	0	0	0.0195	5e-4	0.0017586290963821632
Lachnospiraceae (OTU 30)	21.13276699029128	9.879938743720017e-5	3	Kruskal-Wallis rank sum test	0	0	0.006	0	0.0017586290963821632
Butyricicoccus (OTU 56)	21.394618489333034	8.716582965044387e-5	3	Kruskal-Wallis rank sum test	0	0	0.0025	0	0.0017586290963821632
Lachnospiraceae (OTU 120)	21.226255576341888	9.44783313689675e-5	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0017586290963821632
Lachnospiraceae (OTU 16)	20.538722239764237	1.3124439010462566e-4	3	Kruskal-Wallis rank sum test	0.005	0	0.0025	0	0.001846927041541359
Erysipelotrichaceae (OTU 39)	20.732796610169498	1.1962070804660912e-4	3	Kruskal-Wallis rank sum test	0.001	0	0.0115	0	0.001846927041541359
Lachnospiraceae (OTU 62)	20.481400437636772	1.3488793000021162e-4	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.001846927041541359
Olsenella (OTU 114)	19.851024208566106	1.8224648271432964e-4	3	Kruskal-Wallis rank sum test	0	0	0.002	0	0.0023171338516536195
Lachnospiraceae (OTU 32)	19.639206739206724	2.0161900677514666e-4	3	Kruskal-Wallis rank sum test	0	0	0.006	0	0.002317381046350579
Clostridium (OTU 268)	19.000000000000018	2.733988874907986e-4	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.002317381046350579
Oscillibacter (OTU 371)	19.000000000000018	2.733988874907986e-4	3	Kruskal-Wallis rank sum test	0	0	0	0.003	0.002317381046350579
Chitinophagaceae (OTU 523)	19.000000000000018	2.733988874907986e-4	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.002317381046350579
Lachnospiraceae (OTU 990)	19.000000000000018	2.733988874907986e-4	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.002317381046350579
Ruminococcaceae (OTU 1700)	19.000000000000018	2.733988874907986e-4	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.002317381046350579
Bacteroidales (OTU 4703)	19.000000000000018	2.733988874907986e-4	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.002317381046350579
Lachnospiraceae (OTU 17)	18.032886044591248	4.330334944493034e-4	3	Kruskal-Wallis rank sum test	0.019	0	0.0035	0	0.003503634636908001
Lactobacillus (OTU 23)	17.5102184841454	5.549456538264206e-4	3	Kruskal-Wallis rank sum test	0.007	0	0.008	0.006	0.004294796799178385
Lachnospiraceae (OTU 75)	16.624040920716148	8.443801813191326e-4	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.006262486344783567
Turicibacter (OTU 5)	15.869858156028346	0.0012058204160851644	3	Kruskal-Wallis rank sum test	0.07	0	0.0315	0	0.008585441362526371
Lachnospiraceae (OTU 11)	14.428110194770992	0.002376719813398137	3	Kruskal-Wallis rank sum test	0	0	0.0045000000000000005	0	0.015668745436476606
Lachnospiraceae (OTU 24)	14.435709269662901	0.0023682576085130354	3	Kruskal-Wallis rank sum test	0	0	0.009999999999999998	0	0.015668745436476606
Clostridiales (OTU 91)	14.22944426389341	0.002608905975477843	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.016585187986966288
Alistipes (OTU 18)	13.894615384615337	0.003052165816868791	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.018733983289746372
Lachnospiraceae (OTU 74)	13.379182879377462	0.0038843956347729388	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.02304741409965277
Lachnospiraceae (OTU 36)	12.972972972972984	0.004695418967352742	3	Kruskal-Wallis rank sum test	0	0	0	0	0.023060948159316818
Lachnospiraceae (OTU 70)	12.928607191624913	0.0047935678758130465	3	Kruskal-Wallis rank sum test	0	0	0.003	0	0.023060948159316818
Lachnospiraceae (OTU 76)	12.955017301038074	0.004734899827566015	3	Kruskal-Wallis rank sum test	0	0	0	0	0.023060948159316818
Lachnospiraceae (OTU 77)	12.955017301038074	0.004734899827566015	3	Kruskal-Wallis rank sum test	0	0	0	0	0.023060948159316818
Lachnospiraceae (OTU 88)	12.963988919667601	0.004715132179236608	3	Kruskal-Wallis rank sum test	0	0	0	0	0.023060948159316818
Lachnospiraceae (OTU 102)	12.963988919667601	0.004715132179236608	3	Kruskal-Wallis rank sum test	0	0	0	0	0.023060948159316818
Lachnospiraceae (OTU 110)	12.95950155763241	0.004725009195656427	3	Kruskal-Wallis rank sum test	0	0	0	0	0.023060948159316818
Erysipelotrichaceae (OTU 142)	11.953180169286604	0.0075452784900665835	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.035343672927154
Ruminococcaceae (OTU 52)	11.79396662387676	0.008123323475967892	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.037075681505699606
Lachnospiraceae (OTU 104)	11.28467012887093	0.010282063891284103	3	Kruskal-Wallis rank sum test	0	0	0	0	0.04575518431621426
Lachnospiraceae (OTU 26)	10.856667144084792	0.012526724247535221	3	Kruskal-Wallis rank sum test	0	0	0.0015	0	0.05438431502588462
Akkermansia (OTU 3)	9.791758457907179	0.020421786337664005	3	Kruskal-Wallis rank sum test	0	0.001	0.1495	0.006	0.07945808278223139
Blautia (OTU 19)	9.855529411764751	0.01983496409085268	3	Kruskal-Wallis rank sum test	0	0	0	0.0325	0.07945808278223139
Lachnospiraceae (OTU 46)	9.767779988629886	0.020646820245799013	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Acetatifactor (OTU 55)	9.469424460431627	0.023658867345271145	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Ruminococcaceae (OTU 60)	9.765004262574578	0.02067302672450261	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Lachnospiraceae (OTU 66)	9.469424460431627	0.023658867345271145	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Pseudoflavonifractor (OTU 69)	9.49500000000004	0.023384611568228773	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Lachnospiraceae (OTU 81)	9.473684210526288	0.02361297048396854	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Lachnospiraceae (OTU 113)	9.469424460431627	0.023658867345271145	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Lachnospiraceae (OTU 140)	9.473684210526288	0.02361297048396854	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Clostridiales (OTU 141)	9.473684210526288	0.02361297048396854	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Coriobacteriaceae (OTU 158)	9.473684210526288	0.02361297048396854	3	Kruskal-Wallis rank sum test	0	0	0	0	0.07945808278223139
Ruminococcaceae (OTU 37)	9.115659869180467	0.027792000959143484	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09161066982828778
Lachnospiraceae (OTU 31)	8.96455142231945	0.02976592637213235	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09633336171344652
Lachnospiraceae (OTU 149)	8.666666666666625	0.034067273165618334	3	Kruskal-Wallis rank sum test	0	0	0	0	0.10828526113357255
Porphyromonadaceae (OTU 8)	8.423856548856534	0.03801784677555424	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.11667546079394232
Lachnospiraceae (OTU 47)	8.442586290714663	0.03769781799708295	3	Kruskal-Wallis rank sum test	0	0	0	0	0.11667546079394232
Porphyromonadaceae (OTU 14)	7.940283400809725	0.04726212509271694	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.142587428245824
Lachnospiraceae (OTU 72)	7.488310775180152	0.05785956004645746	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17165002813782382
Ruminococcaceae (OTU 65)	7.3694508670520325	0.06100942347579646	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.1780274980113405
Lachnospiraceae (OTU 272)	7.20720720720716	0.06557857333446843	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18827396860540935
Porphyromonadaceae (OTU 15)	6.558704453441334	0.08737587454483908	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22540442998523705
Porphyromonadaceae (OTU 21)	6.567567567567605	0.08703555611271158	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22540442998523705
Porphyromonadaceae (OTU 25)	6.558704453441334	0.08737587454483908	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22540442998523705
Lachnospiraceae (OTU 111)	6.558704453441334	0.08737587454483908	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22540442998523705
Lactobacillales (OTU 242)	6.567567567567605	0.08703555611271158	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22540442998523705
Phascolarctobacterium (OTU 331)	6.567567567567605	0.08703555611271158	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22540442998523705
Peptostreptococcaceae (OTU 460)	6.567567567567605	0.08703555611271158	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22540442998523705
Enterobacteriaceae (OTU 176)	6.494736842105218	0.08987030117761365	3	Kruskal-Wallis rank sum test	0	0	0	0.0025	0.22852733728021754
Lachnospiraceae (OTU 58)	6.153846153846134	0.1043605185100213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22933546042942954
Lachnospiraceae (OTU 83)	6.153846153846134	0.1043605185100213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22933546042942954
Lachnospiraceae (OTU 84)	6.153846153846134	0.1043605185100213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22933546042942954
Lachnospiraceae (OTU 86)	6.153846153846134	0.1043605185100213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22933546042942954
Lachnospiraceae (OTU 103)	6.153846153846134	0.1043605185100213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22933546042942954
Ruminococcaceae (OTU 106)	6.153846153846134	0.1043605185100213	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22933546042942954
Blautia (OTU 132)	6.157894736842085	0.10417596274606754	3	Kruskal-Wallis rank sum test	0	0	0	0	0.22933546042942954
