otu	statistic	p.value	parameter	method	C	1RM1	M1	p.value.adj
Porphyromonadaceae (OTU 6)	12.575342465753419	0.0018590842840742127	2	Kruskal-Wallis rank sum test	0	0.2285	0.1965	0.08125973214229783
Porphyromonadaceae (OTU 7)	12.24981725146199	0.0021876910077170057	2	Kruskal-Wallis rank sum test	0	0.0735	0.029500000000000002	0.08125973214229783
Porphyromonadaceae (OTU 10)	11.855662736691674	0.0026642535128622237	2	Kruskal-Wallis rank sum test	0	0.077	0.084	0.08125973214229783
Porphyromonadaceae (OTU 14)	12.125351617440222	0.0023281628269285425	2	Kruskal-Wallis rank sum test	0	0.0495	0.055499999999999994	0.08125973214229783
Lachnospiraceae (OTU 24)	13.055999999999994	0.001461926781444451	2	Kruskal-Wallis rank sum test	0.007	0	5e-4	0.08125973214229783
Porphyromonadaceae (OTU 25)	13.488220815752467	0.001177795971433352	2	Kruskal-Wallis rank sum test	0	0.0215	0.012	0.08125973214229783
Porphyromonadaceae (OTU 44)	13.442355889724308	0.001205117815207861	2	Kruskal-Wallis rank sum test	0	0.011	0.006500000000000001	0.08125973214229783
Porphyromonadaceae (OTU 48)	11.881131399928389	0.0026305411330008513	2	Kruskal-Wallis rank sum test	0	0.0125	0.010499999999999999	0.08125973214229783
Oscillibacter (OTU 45)	11.323674242424236	0.0034761249657215207	2	Kruskal-Wallis rank sum test	0.011	5e-4	0	0.09424161018178345
Akkermansia (OTU 3)	10.873319544984483	0.004354002367172653	2	Kruskal-Wallis rank sum test	0.29500000000000004	0.0245	0.0155	0.10623765775901271
Ruminococcaceae (OTU 92)	10.402798232695131	0.0055088515021907035	2	Kruskal-Wallis rank sum test	0.0015	0	0	0.12219634241223015
Bacteroidales (OTU 38)	9.47435897435898	0.008763328441019546	2	Kruskal-Wallis rank sum test	0	0.015	0.0195	0.1644809338160592
Porphyromonadaceae (OTU 99)	9.54385964912281	0.008464030295289948	2	Kruskal-Wallis rank sum test	0	0	0.001	0.1644809338160592
Lachnospiraceae (OTU 125)	8.676820208023775	0.013057271412730408	2	Kruskal-Wallis rank sum test	0.001	0	0	0.22756958747901565
Porphyromonadaceae (OTU 15)	8.302407638024073	0.015745450398734328	2	Kruskal-Wallis rank sum test	0	0	0.0635	0.24133740487551367
Porphyromonadaceae (OTU 40)	8.292277614858262	0.01582540359839434	2	Kruskal-Wallis rank sum test	0	0	0.006500000000000001	0.24133740487551367
Porphyromonadaceae (OTU 87)	7.999802527646128	0.018317447394177178	2	Kruskal-Wallis rank sum test	0	0.0025	0.001	0.2629092449517195
Ruminococcaceae (OTU 60)	7.388245033112588	0.02486926646048195	2	Kruskal-Wallis rank sum test	0.003	0	0	0.3371167231309775
Lachnospiraceae (OTU 17)	7.193247126436779	0.027416135193877852	2	Kruskal-Wallis rank sum test	0.004	0.0035	0.001	0.3442427330328831
Ruminococcaceae (OTU 52)	7.135688405797102	0.02821661746171173	2	Kruskal-Wallis rank sum test	0.0045000000000000005	0	0.0015	0.3442427330328831
Porphyromonadaceae (OTU 122)	7.005785491766797	0.030110156289525056	2	Kruskal-Wallis rank sum test	0	0	0.006500000000000001	0.3498513397449578
Peptostreptococcaceae (OTU 12)	6.750000000000006	0.03421811831166593	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.35076676228201276
Firmicutes (OTU 155)	6.733496332518343	0.034501648749050436	2	Kruskal-Wallis rank sum test	0.001	0	0	0.35076676228201276
Porphyromonadaceae (OTU 212)	6.800000000000005	0.033373269960325996	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.35076676228201276
Ruminococcaceae (OTU 27)	6.459499263622976	0.039567403967631594	2	Kruskal-Wallis rank sum test	0.005	0	0	0.38617786272408433
Lactobacillus (OTU 9)	6.0796099290780115	0.04784421990377327	2	Kruskal-Wallis rank sum test	0.004999999999999999	0.009	0.001	0.41218931567591777
Lactobacillus (OTU 13)	6.211538461538459	0.044790051418667286	2	Kruskal-Wallis rank sum test	0.015	0.013500000000000002	0.006500000000000001	0.41218931567591777
Bifidobacterium (OTU 28)	5.949999999999997	0.051047434004154485	2	Kruskal-Wallis rank sum test	0	0.003	0	0.41218931567591777
Erysipelotrichaceae (OTU 39)	6.026515151515148	0.04913136863563501	2	Kruskal-Wallis rank sum test	0	0.001	0	0.41218931567591777
Ruminococcaceae (OTU 50)	5.898907103825139	0.052368314696530534	2	Kruskal-Wallis rank sum test	0.0015	0	0	0.41218931567591777
Porphyromonadaceae (OTU 80)	6.131205673758867	0.04662572568361531	2	Kruskal-Wallis rank sum test	0	0.0015	0.002	0.41218931567591777
Lachnospiraceae (OTU 121)	5.728093947606147	0.05703746343472736	2	Kruskal-Wallis rank sum test	0	5e-4	0.001	0.4349106586897961
Ruminococcaceae (OTU 59)	5.528761061946907	0.06301512317675256	2	Kruskal-Wallis rank sum test	0.0025	0	0	0.4393054301465036
